time,x,y,z
0.627,-0.00337102,-0.425389,0.0848378
0.628,-0.000860108,-0.399323,0.395318
0.629,0.0643709,0.112,0.124151
0.63,-0.0478129,0.567744,0.215724
0.631,-0.0912155,0.254692,0.0216244
0.632,-0.143056,0.00514868,-0.0896107
0.633,-0.0877079,-0.348419,-0.0554028
0.634,0.0359057,-0.339637,0.10227
0.635,0.104871,-0.0246252,0.119993
0.636,0.0531781,0.214377,0.113687
0.637,-0.0380953,0.347318,0.0919138
0.638,-0.338216,0.73908,0.275242
0.639,-0.480831,0.121821,-0.176583
0.64,-0.127186,-0.661624,0.0631173
0.641,0.00580433,-0.52619,0.392436
0.642,0.108741,0.111966,0.136745
0.643,0.0240469,0.378034,0.143249
0.644,-0.134212,0.576289,0.192822
0.645,-0.161662,0.193428,-0.0359035
0.646,-0.336262,-0.310138,-0.234075
0.647,-0.309258,-1.09196,0.290114
0.648,0.0108368,-0.435499,0.39291
0.649,0.092415,0.178216,0.13976
0.65,-0.0159237,0.49674,0.184543
0.651,-0.20896,0.673052,0.246067
0.652,-0.336825,0.304502,-0.0405527
0.653,-0.469367,-0.492057,-0.29985
0.654,-0.0249747,-0.613167,0.242474
0.655,0.0144671,-0.320295,0.343851
0.656,0.0562896,0.129246,0.113357
0.657,-0.0547967,0.506183,0.172177
0.658,-0.289479,0.716487,0.264685
0.659,-0.401805,0.140514,-0.144683
0.66,-0.0872005,-0.435223,-0.026091
0.661,-0.100374,-0.795396,0.5543
